"ITTER107","Territorio","TIPO_DATO15","Funzioni biometriche","SEXISTAT1","Sesso","ETA1","Età e classi di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2009","2009",9.3852,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2010","2010",8.80469,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2011","2011",8.66573,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2012","2012",8.62528,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2013","2013",8.38384,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2014","2014",8.16277,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2015","2015",8.36187,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y62","62 anni","2016","2016",7.56513,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y61","61 anni","2004","2004",4.89676,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y61","61 anni","2005","2005",4.78763,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y61","61 anni","2006","2006",4.63535,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y61","61 anni","2007","2007",4.61494,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y61","61 anni","2008","2008",4.48217,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y61","61 anni","2009","2009",4.51446,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y61","61 anni","2010","2010",4.52997,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y61","61 anni","2011","2011",4.47956,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y61","61 anni","2012","2012",4.45224,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y61","61 anni","2013","2013",4.48699,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y61","61 anni","2014","2014",4.41515,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y61","61 anni","2015","2015",4.58602,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y61","61 anni","2016","2016",4.20393,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2004","2004",13.64893,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2005","2005",13.37015,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2006","2006",12.17568,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2007","2007",12.19802,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2008","2008",12.41769,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2009","2009",12.19038,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2010","2010",11.13123,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2011","2011",11.26454,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2012","2012",11.67241,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2013","2013",12.1389,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2014","2014",11.50323,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2015","2015",12.57536,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2016","2016",11.10843,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2004","2004",28.64584,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2005","2005",28.53172,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2006","2006",26.83909,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2007","2007",25.61402,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2008","2008",24.69613,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2009","2009",24.01925,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2010","2010",22.66105,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2011","2011",21.51699,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2012","2012",22.49973,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2013","2013",21.64754,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2014","2014",21.17499,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2015","2015",21.87517,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2016","2016",20.87458,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2004","2004",30.16748,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2005","2005",29.59227,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2006","2006",27.37982,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2007","2007",27.33193,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2008","2008",26.6954,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2009","2009",25.8915,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2010","2010",25.15464,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2011","2011",24.31152,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2012","2012",24.57127,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2013","2013",24.51325,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2014","2014",24.75314,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2015","2015",24.744,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2016","2016",22.71581,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y63","63 anni","2004","2004",11.42288,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y63","63 anni","2005","2005",10.81985,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y63","63 anni","2006","2006",11.02536,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y63","63 anni","2007","2007",9.86238,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y63","63 anni","2008","2008",9.70034,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y63","63 anni","2009","2009",9.51231,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y63","63 anni","2010","2010",9.43315,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y63","63 anni","2011","2011",9.1721,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y63","63 anni","2012","2012",9.791,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y63","63 anni","2013","2013",9.30966,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y63","63 anni","2014","2014",9.23066,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y63","63 anni","2015","2015",9.23663,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y63","63 anni","2016","2016",8.40875,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2004","2004",20.04277,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2005","2005",19.48078,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2006","2006",17.60907,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2007","2007",17.42171,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2008","2008",17.05317,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2009","2009",17.36248,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2010","2010",16.39176,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2011","2011",16.85213,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2012","2012",16.78056,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2013","2013",16.09692,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2014","2014",15.2632,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2015","2015",15.19504,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2016","2016",14.45109,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y64","64 anni","2004","2004",12.85089,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y64","64 anni","2005","2005",12.60517,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y64","64 anni","2006","2006",12.21407,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y64","64 anni","2007","2007",11.81276,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y64","64 anni","2008","2008",11.75096,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y64","64 anni","2009","2009",11.96076,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y64","64 anni","2010","2010",10.86889,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y64","64 anni","2011","2011",10.45446,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y64","64 anni","2012","2012",10.19354,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y64","64 anni","2013","2013",10.03327,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y64","64 anni","2014","2014",10.11382,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y64","64 anni","2015","2015",10.22197,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y64","64 anni","2016","2016",9.27471,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y69","69 anni","2004","2004",11.09924,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y69","69 anni","2005","2005",11.17585,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y69","69 anni","2006","2006",10.21517,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y69","69 anni","2007","2007",10.44783,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y69","69 anni","2008","2008",9.88841,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y69","69 anni","2009","2009",10.13049,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y69","69 anni","2010","2010",9.79805,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y69","69 anni","2011","2011",10.22499,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y69","69 anni","2012","2012",9.74933,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y69","69 anni","2013","2013",9.32248,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y69","69 anni","2014","2014",9.59467,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y69","69 anni","2015","2015",9.28065,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y69","69 anni","2016","2016",8.82268,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y74","74 anni","2004","2004",36.40275,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y74","74 anni","2005","2005",35.52312,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y74","74 anni","2006","2006",34.40303,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y74","74 anni","2007","2007",34.83133,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y74","74 anni","2008","2008",33.29529,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y74","74 anni","2009","2009",32.63596,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y74","74 anni","2010","2010",32.02734,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y74","74 anni","2011","2011",30.20367,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y74","74 anni","2012","2012",30.13747,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y74","74 anni","2013","2013",28.87175,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y74","74 anni","2014","2014",29.02245,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y74","74 anni","2015","2015",30.23966,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y74","74 anni","2016","2016",29.12034,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y63","63 anni","2004","2004",5.79677,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y63","63 anni","2005","2005",5.75959,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y63","63 anni","2006","2006",5.71978,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y63","63 anni","2007","2007",5.64197,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y63","63 anni","2008","2008",5.52368,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y63","63 anni","2009","2009",5.46961,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y63","63 anni","2010","2010",5.2526,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y63","63 anni","2011","2011",5.37241,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y63","63 anni","2012","2012",5.40233,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y63","63 anni","2013","2013",5.47324,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y63","63 anni","2014","2014",5.27411,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y63","63 anni","2015","2015",5.32073,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y63","63 anni","2016","2016",4.86696,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y67","67 anni","2004","2004",8.89176,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y67","67 anni","2005","2005",8.67435,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y67","67 anni","2006","2006",8.19143,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y67","67 anni","2007","2007",8.55206,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y67","67 anni","2008","2008",8.29954,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y67","67 anni","2009","2009",8.36714,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y67","67 anni","2010","2010",7.91094,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y67","67 anni","2011","2011",7.78806,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y67","67 anni","2012","2012",7.84343,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y67","67 anni","2013","2013",7.28411,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y67","67 anni","2014","2014",7.53209,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y67","67 anni","2015","2015",7.76163,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y67","67 anni","2016","2016",7.80039,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2004","2004",13.04759,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2005","2005",13.05319,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2006","2006",12.99946,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2007","2007",12.28881,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2008","2008",12.12591,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2009","2009",12.36556,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2010","2010",11.32488,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2011","2011",11.06864,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2012","2012",11.52203,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2013","2013",11.57444,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2014","2014",11.12325,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2015","2015",11.81594,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y72","72 anni","2016","2016",11.52909,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2004","2004",27.43067,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2005","2005",26.66948,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2006","2006",24.67769,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2007","2007",24.80679,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2008","2008",23.99887,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2009","2009",22.90311,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2010","2010",22.56048,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2011","2011",22.15858,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2012","2012",21.51268,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2013","2013",22.27617,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2014","2014",21.67869,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2015","2015",22.414,,
"ITE","Centro","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y72","72 anni","2016","2016",20.70904,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2004","2004",22.1893,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2005","2005",22.01036,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2006","2006",20.17432,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2007","2007",19.12322,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2008","2008",19.48628,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2009","2009",19.76641,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2010","2010",19.20335,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2011","2011",19.24241,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2012","2012",18.79575,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2013","2013",17.96929,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2014","2014",17.95556,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2015","2015",17.19924,,
"ITFG","Mezzogiorno","PROBDEATH","probabilità di morte (per 1.000) - qx","1","maschi","Y69","69 anni","2016","2016",16.43216,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y62","62 anni","2004","2004",5.08514,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y62","62 anni","2005","2005",4.91452,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y62","62 anni","2006","2006",4.89458,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y62","62 anni","2007","2007",4.87557,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y62","62 anni","2008","2008",4.99693,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y62","62 anni","2009","2009",4.53738,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y62","62 anni","2010","2010",4.40205,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y62","62 anni","2011","2011",4.64705,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y62","62 anni","2012","2012",4.49682,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y62","62 anni","2013","2013",4.50047,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y62","62 anni","2014","2014",4.25849,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y62","62 anni","2015","2015",4.43419,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y62","62 anni","2016","2016",3.99153,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2004","2004",5.89751,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2005","2005",5.88674,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2006","2006",5.62611,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2007","2007",5.90101,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2008","2008",5.83677,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2009","2009",5.55916,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2010","2010",5.48765,,
"ITCD","Nord","PROBDEATH","probabilità di morte (per 1.000) - qx","2","femmine","Y64","64 anni","2011","2011",5.38663,,
